Order ID,Date,Time,Item,Category,Quantity,Unit Price,Total Sales,Payment Method,Rating,Datetime
688,2025-09-20,12:43:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-09-20 12:43:00.974478
689,2025-11-11,08:42:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Mobile Payment,4,2025-11-11 08:42:00.974478
690,2025-12-06,09:28:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Cash,3,2025-12-06 09:28:00.974478
691,2025-12-28,07:10:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-12-28 07:10:00.974478
692,2025-11-11,07:18:00.974478,Ham & Cheese,Sandwich,3,6.5,19.5,Card,4,2025-11-11 07:18:00.974478
693,2025-10-13,09:24:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-10-13 09:24:00.974478
694,2025-08-25,12:16:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,4,2025-08-25 12:16:00.974478
695,2025-10-28,04:52:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-10-28 04:52:00.974478
696,2025-10-14,05:09:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Mobile Payment,5,2025-10-14 05:09:00.974478
697,2025-08-30,12:35:00.974478,Bagel,Bakery,1,2.5,2.5,Mobile Payment,4,2025-08-30 12:35:00.974478
698,2025-09-01,14:24:00.974478,Green Tea,Tea,3,2.75,8.25,Cash,5,2025-09-01 14:24:00.974478
699,2025-11-09,10:27:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-11-09 10:27:00.974478
700,2025-08-15,07:17:00.974478,Muffin,Bakery,1,2.75,2.75,Mobile Payment,4,2025-08-15 07:17:00.974478
701,2025-11-07,12:12:00.974478,Latte,Coffee,2,4.0,8.0,Mobile Payment,5,2025-11-07 12:12:00.974478
702,2026-01-03,09:34:00.974478,Bagel,Bakery,3,2.5,7.5,Cash,4,2026-01-03 09:34:00.974478
703,2025-08-19,09:24:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-08-19 09:24:00.974478
704,2025-12-10,11:09:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-12-10 11:09:00.974478
705,2025-09-05,09:45:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,4,2025-09-05 09:45:00.974478
706,2025-11-14,14:45:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-11-14 14:45:00.974478
707,2025-12-02,08:38:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Cash,3,2025-12-02 08:38:00.974478
708,2025-11-10,09:30:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-11-10 09:30:00.974478
709,2026-01-03,07:06:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2026-01-03 07:06:00.974478
710,2025-11-01,17:39:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,4,2025-11-01 17:39:00.974478
711,2025-10-11,08:06:00.974478,Black Tea,Tea,1,2.5,2.5,Mobile Payment,5,2025-10-11 08:06:00.974478
712,2026-01-01,10:18:00.974478,Espresso,Coffee,1,2.5,2.5,Cash,4,2026-01-01 10:18:00.974478
713,2025-12-13,10:59:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-12-13 10:59:00.974478
714,2026-01-10,07:06:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,5,2026-01-10 07:06:00.974478
715,2025-12-05,08:16:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-12-05 08:16:00.974478
716,2025-10-31,12:45:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,5,2025-10-31 12:45:00.974478
717,2025-10-26,09:08:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-10-26 09:08:00.974478
718,2025-08-14,08:12:00.974478,Cappuccino,Coffee,1,3.75,3.75,Mobile Payment,5,2025-08-14 08:12:00.974478
719,2025-08-28,13:46:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-08-28 13:46:00.974478
720,2025-09-12,09:51:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-09-12 09:51:00.974478
721,2025-09-25,08:18:00.974478,Mocha,Coffee,2,4.5,9.0,Card,3,2025-09-25 08:18:00.974478
722,2025-08-01,07:13:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Card,4,2025-08-01 07:13:00.974478
723,2025-12-15,12:28:00.974478,Bagel,Bakery,2,2.5,5.0,Card,5,2025-12-15 12:28:00.974478
724,2025-11-25,11:22:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-11-25 11:22:00.974478
725,2025-07-28,10:42:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,2,2025-07-28 10:42:00.974478
726,2025-10-14,07:04:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-10-14 07:04:00.974478
727,2026-01-03,09:15:00.974478,Bagel,Bakery,1,2.5,2.5,Mobile Payment,4,2026-01-03 09:15:00.974478
728,2025-08-31,08:30:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,1,2025-08-31 08:30:00.974478
729,2025-11-27,11:04:00.974478,Mocha,Coffee,3,4.5,13.5,Card,5,2025-11-27 11:04:00.974478
730,2025-09-28,11:15:00.974478,Chai Latte,Tea,2,4.25,8.5,Card,4,2025-09-28 11:15:00.974478
731,2025-12-20,08:36:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,4,2025-12-20 08:36:00.974478
732,2025-10-21,08:31:00.974478,Muffin,Bakery,2,2.75,5.5,Cash,5,2025-10-21 08:31:00.974478
733,2025-12-16,11:25:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-12-16 11:25:00.974478
734,2026-01-01,07:13:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,4,2026-01-01 07:13:00.974478
735,2025-10-13,12:11:00.974478,Scone,Bakery,1,3.0,3.0,Mobile Payment,2,2025-10-13 12:11:00.974478
736,2025-12-17,08:47:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-12-17 08:47:00.974478
737,2025-09-07,11:39:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-09-07 11:39:00.974478
738,2025-12-15,08:02:00.974478,Black Tea,Tea,2,2.5,5.0,Cash,5,2025-12-15 08:02:00.974478
739,2025-09-10,11:30:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,5,2025-09-10 11:30:00.974478
740,2025-12-06,11:14:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Card,5,2025-12-06 11:14:00.974478
741,2026-01-09,07:20:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2026-01-09 07:20:00.974478
742,2026-01-02,12:24:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2026-01-02 12:24:00.974478
743,2025-07-27,14:14:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-07-27 14:14:00.974478
744,2026-01-05,12:44:00.974478,Bagel,Bakery,1,2.5,2.5,Card,2,2026-01-05 12:44:00.974478
745,2025-12-15,12:47:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2025-12-15 12:47:00.974478
746,2025-12-09,09:58:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-12-09 09:58:00.974478
747,2025-08-14,10:54:00.974478,Black Tea,Tea,3,2.5,7.5,Card,5,2025-08-14 10:54:00.974478
748,2025-12-17,11:09:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Card,5,2025-12-17 11:09:00.974478
749,2025-07-19,10:10:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-07-19 10:10:00.974478
750,2025-10-17,07:12:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-10-17 07:12:00.974478
751,2025-12-20,11:43:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-12-20 11:43:00.974478
752,2025-12-17,10:38:00.974478,Muffin,Bakery,2,2.75,5.5,Mobile Payment,1,2025-12-17 10:38:00.974478
753,2025-12-17,11:13:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-12-17 11:13:00.974478
754,2025-10-29,08:50:00.974478,Scone,Bakery,1,3.0,3.0,Cash,4,2025-10-29 08:50:00.974478
755,2025-08-24,11:21:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-08-24 11:21:00.974478
756,2025-09-17,08:11:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-09-17 08:11:00.974478
757,2025-10-05,05:47:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,5,2025-10-05 05:47:00.974478
758,2025-12-26,11:37:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-12-26 11:37:00.974478
759,2025-11-28,11:11:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-11-28 11:11:00.974478
760,2025-12-08,09:08:00.974478,Turkey Club,Sandwich,3,7.5,22.5,Card,5,2025-12-08 09:08:00.974478
761,2025-11-02,07:13:00.974478,Cappuccino,Coffee,3,3.75,11.25,Card,4,2025-11-02 07:13:00.974478
762,2025-09-10,11:57:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-09-10 11:57:00.974478
763,2025-10-14,09:13:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2025-10-14 09:13:00.974478
764,2025-11-25,08:27:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-11-25 08:27:00.974478
765,2025-09-06,10:22:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-09-06 10:22:00.974478
766,2025-11-24,08:01:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-11-24 08:01:00.974478
767,2025-07-23,11:39:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-07-23 11:39:00.974478
768,2025-09-11,08:23:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,5,2025-09-11 08:23:00.974478
769,2025-12-19,08:21:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-12-19 08:21:00.974478
770,2025-09-16,14:35:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-09-16 14:35:00.974478
771,2025-12-22,11:35:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,5,2025-12-22 11:35:00.974478
772,2025-08-26,11:26:00.974478,Bagel,Bakery,1,2.5,2.5,Card,1,2025-08-26 11:26:00.974478
773,2025-08-12,10:32:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-08-12 10:32:00.974478
774,2025-10-24,09:18:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Card,5,2025-10-24 09:18:00.974478
775,2025-12-27,15:25:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-12-27 15:25:00.974478
776,2025-12-03,07:33:00.974478,Herbal Tea,Tea,1,3.0,3.0,Mobile Payment,4,2025-12-03 07:33:00.974478
777,2025-09-04,08:45:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,1,2025-09-04 08:45:00.974478
778,2025-12-22,10:36:00.974478,Espresso,Coffee,1,2.5,2.5,Cash,4,2025-12-22 10:36:00.974478
779,2025-10-21,11:30:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-10-21 11:30:00.974478
780,2025-11-09,11:29:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-11-09 11:29:00.974478
781,2025-09-14,08:38:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-09-14 08:38:00.974478
782,2025-09-19,11:14:00.974478,Latte,Coffee,1,4.0,4.0,Cash,3,2025-09-19 11:14:00.974478
783,2025-11-30,14:55:00.974478,Americano,Coffee,2,3.0,6.0,Cash,5,2025-11-30 14:55:00.974478
784,2025-10-22,14:03:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-10-22 14:03:00.974478
785,2025-08-27,11:17:00.974478,Black Tea,Tea,1,2.5,2.5,Card,3,2025-08-27 11:17:00.974478
786,2025-11-16,08:31:00.974478,Americano,Coffee,2,3.0,6.0,Card,5,2025-11-16 08:31:00.974478
787,2025-09-13,08:45:00.974478,Cappuccino,Coffee,1,3.75,3.75,Mobile Payment,5,2025-09-13 08:45:00.974478
788,2025-08-13,12:09:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2025-08-13 12:09:00.974478
789,2025-10-05,11:33:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-10-05 11:33:00.974478
790,2025-09-14,14:15:00.974478,Scone,Bakery,1,3.0,3.0,Cash,4,2025-09-14 14:15:00.974478
791,2025-09-03,09:56:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-09-03 09:56:00.974478
792,2025-12-13,05:27:00.974478,Mocha,Coffee,1,4.5,4.5,Mobile Payment,3,2025-12-13 05:27:00.974478
793,2025-10-15,11:59:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,4,2025-10-15 11:59:00.974478
794,2025-08-04,07:27:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-08-04 07:27:00.974478
795,2025-11-02,11:11:00.974478,Black Tea,Tea,2,2.5,5.0,Cash,5,2025-11-02 11:11:00.974478
796,2025-10-01,07:43:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-10-01 07:43:00.974478
797,2025-11-02,09:54:00.974478,Espresso,Coffee,1,2.5,2.5,Card,4,2025-11-02 09:54:00.974478
798,2025-08-07,12:35:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-08-07 12:35:00.974478
799,2025-08-17,14:22:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-08-17 14:22:00.974478
800,2025-07-20,14:41:00.974478,Chai Latte,Tea,2,4.25,8.5,Card,4,2025-07-20 14:41:00.974478
801,2025-09-25,10:42:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-09-25 10:42:00.974478
802,2025-12-10,11:24:00.974478,Mocha,Coffee,2,4.5,9.0,Mobile Payment,5,2025-12-10 11:24:00.974478
803,2025-11-07,09:40:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-11-07 09:40:00.974478
804,2025-12-31,07:50:00.974478,Bagel,Bakery,1,2.5,2.5,Card,3,2025-12-31 07:50:00.974478
805,2025-10-08,07:03:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-10-08 07:03:00.974478
806,2025-12-07,09:30:00.974478,Bagel,Bakery,1,2.5,2.5,Card,1,2025-12-07 09:30:00.974478
807,2025-11-14,07:48:00.974478,Herbal Tea,Tea,2,3.0,6.0,Card,4,2025-11-14 07:48:00.974478
808,2025-12-25,07:54:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-12-25 07:54:00.974478
809,2025-12-08,08:52:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-12-08 08:52:00.974478
810,2025-12-27,08:12:00.974478,Scone,Bakery,3,3.0,9.0,Cash,5,2025-12-27 08:12:00.974478
811,2025-10-30,09:25:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-10-30 09:25:00.974478
812,2025-12-07,11:25:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-12-07 11:25:00.974478
813,2025-10-08,13:40:00.974478,Espresso,Coffee,1,2.5,2.5,Card,3,2025-10-08 13:40:00.974478
814,2025-09-30,10:14:00.974478,Mocha,Coffee,1,4.5,4.5,Card,3,2025-09-30 10:14:00.974478
815,2025-11-26,11:42:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-11-26 11:42:00.974478
816,2025-12-18,07:49:00.974478,Americano,Coffee,1,3.0,3.0,Card,1,2025-12-18 07:49:00.974478
817,2025-11-24,12:24:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-11-24 12:24:00.974478
818,2025-12-11,10:34:00.974478,Espresso,Coffee,1,2.5,2.5,Card,1,2025-12-11 10:34:00.974478
819,2025-11-02,11:18:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-11-02 11:18:00.974478
820,2025-07-31,12:25:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-07-31 12:25:00.974478
821,2025-10-24,09:42:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Mobile Payment,5,2025-10-24 09:42:00.974478
822,2025-09-19,09:35:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-09-19 09:35:00.974478
823,2025-09-14,13:45:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-09-14 13:45:00.974478
824,2025-08-17,08:37:00.974478,Muffin,Bakery,1,2.75,2.75,Mobile Payment,3,2025-08-17 08:37:00.974478
825,2025-12-01,11:07:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-12-01 11:07:00.974478
826,2026-01-12,09:04:00.974478,Mocha,Coffee,3,4.5,13.5,Card,4,2026-01-12 09:04:00.974478
827,2026-01-07,08:23:00.974478,Mocha,Coffee,1,4.5,4.5,Card,3,2026-01-07 08:23:00.974478
828,2026-01-14,08:55:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,5,2026-01-14 08:55:00.974478
829,2025-09-12,11:57:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-09-12 11:57:00.974478
830,2025-11-09,09:22:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-11-09 09:22:00.974478
831,2025-12-14,10:30:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2025-12-14 10:30:00.974478
832,2025-11-10,12:06:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2025-11-10 12:06:00.974478
833,2026-01-09,07:31:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,5,2026-01-09 07:31:00.974478
834,2025-11-18,07:19:00.974478,Black Tea,Tea,1,2.5,2.5,Mobile Payment,5,2025-11-18 07:19:00.974478
835,2025-09-06,13:45:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-09-06 13:45:00.974478
836,2026-01-06,13:54:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2026-01-06 13:54:00.974478
837,2025-08-17,09:11:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-08-17 09:11:00.974478
838,2025-08-14,08:37:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-08-14 08:37:00.974478
839,2025-07-23,13:19:00.974478,Espresso,Coffee,1,2.5,2.5,Card,3,2025-07-23 13:19:00.974478
840,2025-11-24,11:05:00.974478,Scone,Bakery,1,3.0,3.0,Cash,5,2025-11-24 11:05:00.974478
841,2025-09-09,12:49:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,4,2025-09-09 12:49:00.974478
842,2025-10-02,14:59:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,4,2025-10-02 14:59:00.974478
843,2025-10-01,07:34:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-10-01 07:34:00.974478
844,2025-08-14,08:20:00.974478,Latte,Coffee,1,4.0,4.0,Cash,5,2025-08-14 08:20:00.974478
845,2026-01-02,11:26:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2026-01-02 11:26:00.974478
846,2025-10-03,08:30:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,4,2025-10-03 08:30:00.974478
847,2025-08-09,03:30:00.974478,Americano,Coffee,2,3.0,6.0,Card,5,2025-08-09 03:30:00.974478
848,2025-09-14,04:02:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-09-14 04:02:00.974478
849,2025-11-25,13:40:00.974478,Black Tea,Tea,1,2.5,2.5,Mobile Payment,5,2025-11-25 13:40:00.974478
850,2025-11-19,12:30:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Card,5,2025-11-19 12:30:00.974478
851,2025-09-22,07:10:00.974478,Cappuccino,Coffee,1,3.75,3.75,Mobile Payment,4,2025-09-22 07:10:00.974478
852,2025-08-07,11:31:00.974478,Chai Latte,Tea,2,4.25,8.5,Mobile Payment,5,2025-08-07 11:31:00.974478
853,2025-12-29,08:13:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,3,2025-12-29 08:13:00.974478
854,2025-09-16,02:33:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-09-16 02:33:00.974478
855,2025-09-04,08:33:00.974478,Green Tea,Tea,1,2.75,2.75,Card,1,2025-09-04 08:33:00.974478
856,2025-12-02,11:36:00.974478,Americano,Coffee,1,3.0,3.0,Cash,2,2025-12-02 11:36:00.974478
857,2025-08-05,12:36:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-08-05 12:36:00.974478
858,2025-10-26,12:14:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-10-26 12:14:00.974478
859,2026-01-15,11:36:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,4,2026-01-15 11:36:00.974478
860,2026-01-14,08:41:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,5,2026-01-14 08:41:00.974478
861,2025-12-24,08:42:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-12-24 08:42:00.974478
862,2025-07-30,15:37:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2025-07-30 15:37:00.974478
863,2025-09-04,10:54:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,5,2025-09-04 10:54:00.974478
864,2025-12-25,11:18:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,4,2025-12-25 11:18:00.974478
865,2025-12-27,09:17:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2025-12-27 09:17:00.974478
866,2025-11-01,08:18:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2025-11-01 08:18:00.974478
867,2025-10-14,07:54:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-10-14 07:54:00.974478
868,2025-12-10,12:14:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-12-10 12:14:00.974478
869,2025-10-10,10:44:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,5,2025-10-10 10:44:00.974478
870,2025-08-13,14:28:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-08-13 14:28:00.974478
871,2025-10-19,07:58:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-10-19 07:58:00.974478
872,2025-11-22,10:13:00.974478,Americano,Coffee,1,3.0,3.0,Card,3,2025-11-22 10:13:00.974478
873,2026-01-09,03:25:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2026-01-09 03:25:00.974478
874,2026-01-08,13:18:00.974478,Chai Latte,Tea,2,4.25,8.5,Cash,4,2026-01-08 13:18:00.974478
875,2025-12-09,12:17:00.974478,Turkey Club,Sandwich,2,7.5,15.0,Card,5,2025-12-09 12:17:00.974478
876,2025-10-04,08:18:00.974478,Americano,Coffee,2,3.0,6.0,Mobile Payment,2,2025-10-04 08:18:00.974478
877,2025-12-01,13:42:00.974478,Scone,Bakery,1,3.0,3.0,Mobile Payment,4,2025-12-01 13:42:00.974478
878,2025-08-09,12:01:00.974478,Latte,Coffee,1,4.0,4.0,Card,3,2025-08-09 12:01:00.974478
879,2025-10-29,15:36:00.974478,Chai Latte,Tea,2,4.25,8.5,Mobile Payment,5,2025-10-29 15:36:00.974478
880,2025-08-09,07:50:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-08-09 07:50:00.974478
881,2025-12-01,08:41:00.974478,Mocha,Coffee,1,4.5,4.5,Card,3,2025-12-01 08:41:00.974478
882,2026-01-10,07:50:00.974478,Croissant,Bakery,1,3.5,3.5,Mobile Payment,5,2026-01-10 07:50:00.974478
883,2025-09-02,15:59:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-09-02 15:59:00.974478
884,2025-10-22,08:50:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,3,2025-10-22 08:50:00.974478
885,2025-12-15,08:27:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,3,2025-12-15 08:27:00.974478
886,2025-11-06,08:57:00.974478,Croissant,Bakery,2,3.5,7.0,Card,4,2025-11-06 08:57:00.974478
887,2025-11-17,12:14:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-11-17 12:14:00.974478
888,2025-10-22,08:23:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,3,2025-10-22 08:23:00.974478
889,2025-09-04,10:29:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-09-04 10:29:00.974478
890,2026-01-11,08:00:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2026-01-11 08:00:00.974478
891,2026-01-01,08:30:00.974478,Muffin,Bakery,2,2.75,5.5,Card,4,2026-01-01 08:30:00.974478
892,2025-12-29,09:49:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-12-29 09:49:00.974478
893,2025-09-18,12:04:00.974478,Mocha,Coffee,2,4.5,9.0,Card,5,2025-09-18 12:04:00.974478
894,2025-08-16,12:30:00.974478,Chai Latte,Tea,3,4.25,12.75,Mobile Payment,4,2025-08-16 12:30:00.974478
895,2025-08-04,07:26:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,4,2025-08-04 07:26:00.974478
896,2025-11-24,09:47:00.974478,Chai Latte,Tea,2,4.25,8.5,Card,5,2025-11-24 09:47:00.974478
897,2025-10-07,09:18:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-10-07 09:18:00.974478
898,2025-07-20,07:51:00.974478,Green Tea,Tea,1,2.75,2.75,Mobile Payment,4,2025-07-20 07:51:00.974478
899,2025-12-20,10:47:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-12-20 10:47:00.974478
900,2025-08-05,08:17:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-08-05 08:17:00.974478
901,2025-10-05,07:48:00.974478,Scone,Bakery,1,3.0,3.0,Card,4,2025-10-05 07:48:00.974478
902,2026-01-02,08:14:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,4,2026-01-02 08:14:00.974478
903,2025-10-24,14:06:00.974478,Chai Latte,Tea,3,4.25,12.75,Card,3,2025-10-24 14:06:00.974478
904,2025-11-26,08:53:00.974478,Croissant,Bakery,1,3.5,3.5,Card,3,2025-11-26 08:53:00.974478
905,2025-10-07,10:14:00.974478,Cappuccino,Coffee,2,3.75,7.5,Cash,4,2025-10-07 10:14:00.974478
906,2025-07-25,11:03:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-07-25 11:03:00.974478
907,2025-12-09,08:03:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-12-09 08:03:00.974478
908,2025-12-22,12:21:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,4,2025-12-22 12:21:00.974478
909,2025-09-24,09:42:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-09-24 09:42:00.974478
910,2026-01-01,14:51:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2026-01-01 14:51:00.974478
911,2025-12-09,08:03:00.974478,Latte,Coffee,2,4.0,8.0,Card,4,2025-12-09 08:03:00.974478
912,2025-10-18,11:17:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-10-18 11:17:00.974478
913,2025-12-08,10:36:00.974478,Veggie Wrap,Sandwich,3,7.0,21.0,Cash,4,2025-12-08 10:36:00.974478
914,2025-08-09,12:52:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-08-09 12:52:00.974478
915,2026-01-09,08:04:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2026-01-09 08:04:00.974478
916,2025-08-13,09:14:00.974478,Americano,Coffee,1,3.0,3.0,Card,2,2025-08-13 09:14:00.974478
